MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.4686,40.0,5.2475,1.6099,5286.9246,22.1205,41.8854,-119.0499,4.47052
2.114,7.0,4.6898,1.8593,973.8582,0.7,38.9336,-117.7082,1.0329
1.0718,5.0,6.052,1.1006,2485.4507,15.7183,34.6337,-117.8376,2.90729
2.2144,52.0,6.0202,0.952,3.0,7.6862,40.1193,-114.5722,0.35499
3.3692,1.0,3.8471,1.0719,412.3058,14.107,40.6794,-123.3169,1.50172
3.2396,45.0,6.9452,1.5733,42.7092,10.8819,37.6774,-116.9987,4.22705
3.6869,40.0,3.8095,0.9973,1131.8521,3.86,41.5204,-119.4029,4.40199
4.5283,11.0,2.602,1.2806,912.8361,0.7,41.6342,-115.9512,4.82163
3.64,52.0,4.8694,0.713,2024.1833,15.0629,36.3052,-116.0162,2.33447
5.6205,32.0,5.8701,2.7513,170.5528,0.7,33.7559,-115.2461,3.76134
2.1365,7.0,4.8339,0.9584,2528.3988,7.0281,39.3726,-115.1518,4.58275
3.1683,51.0,7.0971,1.341,106.7408,0.7,36.2461,-122.356,0.50834
4.9049,29.0,5.2167,1.3783,2654.3762,0.7,36.0074,-122.6975,0.47379
4.2319,30.0,8.4517,1.5251,1141.9893,8.4441,35.5613,-122.8044,1.20449
8.4142,21.0,7.5489,0.6756,136.4124,24.9691,38.4898,-121.4716,2.01744
2.1876,39.0,1.5888,1.2779,44.8305,0.7,37.6779,-114.4317,3.72225
4.9494,48.0,4.2996,1.2874,2278.1282,0.7,38.095,-120.3918,1.86029
2.5877,44.0,3.4287,0.6159,543.5621,10.3106,32.8351,-122.1203,2.38727
2.4329,43.0,6.7026,1.0464,4135.9921,0.7,40.9346,-121.2887,2.13119
6.16,41.0,7.1345,0.5,6244.8098,9.8582,36.4258,-114.679,1.85891
3.6186,39.0,7.0164,0.6767,2308.6849,0.7,38.1555,-120.9659,2.31666
4.1953,20.0,2.1631,0.5,2047.4288,7.0912,39.8265,-123.867,4.51485
2.6974,22.0,4.7775,1.1203,1793.9986,12.4048,35.3338,-115.1859,0.84619
2.7831,29.0,7.7991,1.2631,315.8634,10.4028,35.2009,-114.5225,4.99903
1.4584,46.0,6.2815,1.1487,237.9631,0.7,40.2547,-122.1415,0.68694
4.0265,4.0,1.0,1.6005,738.3983,7.0523,39.5752,-120.4056,4.7638
2.0192,3.0,9.8217,1.5384,4138.3826,0.7,36.6069,-120.3368,0.72225
3.402,9.0,5.4742,1.4267,48.0617,0.7,33.4311,-117.8192,2.09369
5.6175,5.0,6.3499,1.1232,2447.9774,11.3832,35.9802,-124.0536,0.63542
1.2161,3.0,5.4056,1.7329,756.2322,0.7,39.9989,-119.9807,0.91557
12.9016,25.0,4.1221,0.7636,46.8963,6.3612,32.8343,-118.5466,1.64367
2.4052,32.0,1.1354,0.8554,279.8857,0.7,39.0523,-123.3473,3.22649
3.4534,33.0,4.2773,0.979,5665.6339,0.7,41.2086,-120.6058,1.74918
4.1926,18.0,6.5376,1.1884,2405.8839,0.7,37.5049,-114.3238,4.86982
2.3608,45.0,4.9177,1.9899,2509.2942,26.911,38.4182,-123.7603,0.43583
2.8371,36.0,6.2952,1.5899,1134.6971,9.4039,36.3613,-115.1139,0.87074
6.2599,50.0,4.1578,0.6882,57.3429,7.4472,34.0695,-121.0756,4.80457
5.3157,41.0,4.7751,2.0375,2428.1798,0.7,40.9419,-121.4798,2.74589
3.2039,29.0,6.4455,0.6366,914.1134,6.9421,36.5971,-118.3393,3.63284
3.6632,39.0,4.9504,1.1982,1787.649,0.7,41.298,-116.1675,3.75671
3.9413,47.0,4.3902,1.6821,1951.515,0.7,37.506,-114.5568,1.76121
4.8409,45.0,6.8343,1.3432,58.6268,2.4933,41.5921,-122.6355,1.51337
5.0154,2.0,5.1867,1.0311,363.719,13.5422,41.0926,-123.684,1.11063
4.9492,11.0,3.343,1.5196,2549.679,12.96,38.7645,-115.0593,1.33187
2.9362,31.0,5.0477,1.8988,963.3542,0.7,36.5363,-119.6722,1.93773
3.8768,4.0,4.4441,1.2761,46.0314,0.7,40.1461,-115.9881,0.65205
5.9295,29.0,3.1081,1.1698,4558.8549,0.7,38.6306,-123.1572,3.80383
9.7223,50.0,10.1434,1.6151,1371.5664,21.4849,39.1865,-121.1044,3.8732
3.8213,3.0,3.7673,0.6476,726.5787,0.7,39.0377,-121.7442,4.28274
2.7262,2.0,6.0294,0.7083,3291.8043,4.0442,39.1606,-120.8261,1.91106
2.3361,44.0,4.7969,1.3237,201.8466,0.7,40.4956,-120.4282,4.98741
4.9685,36.0,8.2886,1.5274,5231.4943,0.7,41.1763,-123.3147,4.31646
1.4178,14.0,8.4751,0.5,428.6412,7.3404,38.1378,-119.6755,3.55748
4.9935,48.0,6.5874,1.3998,1171.8467,22.1982,35.0747,-117.5643,1.67801
5.0374,4.0,7.2806,1.2755,2427.9846,0.7,35.2068,-122.6151,4.10888
2.7796,44.0,1.4864,1.3662,439.8278,0.8313,36.4573,-116.9386,4.22869
4.1454,30.0,8.3321,1.1497,490.2006,0.7,35.4531,-121.3827,4.74282
3.26,19.0,7.0579,0.5,1274.1688,0.7,36.2859,-116.1417,3.98053
1.661,19.0,3.7721,1.1455,109.2521,9.157,39.2912,-121.5842,0.42372
4.8115,44.0,3.946,1.9552,2021.7724,8.3401,41.4759,-118.2433,2.25935
4.5964,31.0,5.0224,1.5565,525.7263,12.3243,33.3568,-123.1366,2.84526
2.8991,15.0,10.4978,0.7338,4465.4705,11.1068,37.0871,-120.3212,0.19595
9.6465,29.0,4.7405,1.6085,485.2239,12.261,38.4726,-117.987,2.79184
3.6789,3.0,3.7099,1.7041,4038.1207,13.9414,33.6613,-121.7926,4.81709
1.1441,19.0,3.7241,0.8364,171.3573,0.7,32.837,-123.9099,1.66493
6.0835,22.0,1.0,0.9369,729.4281,0.7,34.9768,-115.4035,4.53183
5.3927,47.0,7.1757,0.5,1494.0287,0.7,34.8974,-117.5019,2.87462
5.7103,20.0,7.2499,0.837,431.8269,19.2202,37.8304,-120.6388,1.96708
2.0828,7.0,1.0,0.8979,1956.328,0.7,36.4444,-116.0712,2.72767
4.0895,4.0,8.9354,1.4772,7057.6611,0.7,39.7852,-123.131,2.81376
3.6469,1.0,4.9588,1.4281,4062.854,21.9249,37.9123,-116.0699,4.57707
3.3437,41.0,3.8773,1.4334,5457.6544,9.1981,36.9455,-116.3743,2.44293
6.8735,7.0,1.6176,0.9548,80.3602,12.2817,35.2981,-115.0344,2.51728
3.7051,22.0,2.2777,1.2323,1323.354,0.7,37.545,-123.5943,3.87727
2.9531,37.0,6.3763,2.1013,2791.2491,0.7,40.5025,-116.4213,4.45901
2.9374,30.0,7.6111,1.8497,2950.506,10.5939,40.2506,-117.0858,3.11312
1.9934,9.0,2.8421,1.9846,951.7811,16.7999,32.8231,-122.0058,3.24546
3.8912,27.0,1.0,1.4384,16.5533,0.7,34.7172,-120.1969,3.79651
7.1351,38.0,4.7989,2.0032,2084.4129,0.7,39.7831,-120.2213,1.34776
3.082,23.0,2.915,2.0137,3979.0423,0.7,36.0068,-115.3917,2.82089
4.2059,12.0,5.5825,1.8365,6.0979,5.5255,40.4399,-119.8536,2.87912
3.3162,13.0,7.6373,1.6662,63.6904,0.7,40.9872,-121.0022,0.55479
3.5038,33.0,2.9474,0.7028,2117.5274,0.7,39.7819,-117.5462,3.76512
5.513,15.0,6.4543,1.7816,2150.183,6.3521,32.9662,-123.3399,4.8823
1.9786,16.0,8.1676,0.5,336.8081,0.7,41.3924,-115.7932,4.90514
1.5036,34.0,5.7883,1.3126,1800.8103,0.7,36.8693,-115.5766,2.41645
6.0881,9.0,6.5286,1.9463,3058.9866,0.7,32.6134,-122.9893,1.31131
2.7392,42.0,3.5978,1.3159,424.4798,4.413,35.2316,-116.5307,3.0644
2.9718,52.0,8.5171,0.5,843.9428,22.2256,38.1596,-115.9222,2.73617
10.6819,27.0,6.557,0.7196,948.9216,0.7,35.7397,-120.2587,0.66415
5.3759,48.0,2.9807,1.2539,762.3665,0.7,37.7587,-114.8541,1.68976
2.2482,15.0,9.6855,0.5,562.9864,16.594,35.9318,-118.4315,2.11645
6.2994,35.0,1.0,1.5414,6470.0608,6.9237,36.5041,-117.9789,2.20937
5.4384,34.0,8.0513,0.9813,1204.32,4.2091,32.9243,-117.3523,4.09671
0.4252,40.0,2.4986,1.5452,1789.3381,14.5962,37.9708,-120.2902,4.29187
3.9648,30.0,5.5154,1.6174,160.6279,0.7,40.9372,-122.4223,1.08234
2.0349,48.0,8.2999,0.9314,1015.082,38.2401,39.7311,-118.7419,1.66214
3.5,23.0,2.1366,2.5055,3226.2834,5.5169,38.7597,-122.6548,1.38008
9.7378,9.0,6.2855,0.9024,1780.028,0.7,33.707,-114.889,4.91043
5.6292,32.0,1.0,1.1795,467.9061,16.5053,39.8633,-123.4683,2.02649
6.007,35.0,4.7129,1.4596,2637.0276,19.211,36.2026,-118.065,2.0943
3.3197,49.0,8.8461,1.8882,76.6655,0.7,33.6241,-123.2753,3.72424
6.0208,32.0,4.8965,1.3548,6032.4035,0.7,37.8438,-115.9295,1.76712
2.4513,45.0,7.623,1.0216,2020.482,0.7,35.8075,-120.1142,0.97403
3.939,16.0,7.3623,1.8275,4294.7492,18.2953,35.4091,-117.1748,4.9113
5.5004,32.0,2.3027,1.1959,2755.213,12.3098,39.6535,-116.5243,3.93798
5.417,25.0,1.8387,1.0086,2101.3067,5.2594,35.07,-118.6636,4.97118
1.5598,30.0,6.9568,1.3302,832.1832,20.1738,37.6051,-122.7427,2.65105
8.6803,37.0,6.4154,1.03,2348.3823,12.3654,34.7716,-117.6796,4.42577
2.1956,37.0,3.1268,1.4724,112.5984,0.7,37.4325,-122.9915,2.54022
11.6406,35.0,4.6347,1.3057,369.178,24.662,37.2017,-115.8011,0.59351
5.5822,45.0,5.942,1.1828,3113.247,21.26,34.7949,-119.787,2.55718
5.3454,8.0,3.7704,1.3162,1711.3283,0.7,40.0369,-120.0898,2.50724
2.3025,40.0,7.6412,0.7728,293.8616,0.7,33.8634,-115.2347,2.42307
2.8015,49.0,5.3887,1.409,765.3031,23.8656,32.6187,-121.8952,1.95916
8.3314,47.0,4.9181,0.5,1780.7669,0.7,41.6705,-117.6387,1.18016
7.7934,36.0,4.4521,0.5,2267.3337,22.1119,37.3587,-116.0664,0.91175
3.3686,25.0,6.5305,1.2146,2615.2146,1.3421,35.8255,-120.9299,0.83455
3.22,18.0,5.1308,0.5,228.1814,0.7,34.5437,-119.1687,3.05626
3.2698,39.0,1.0,0.6744,9.7363,20.7629,40.5168,-123.9733,4.36034
6.3208,10.0,9.7331,1.5219,205.7586,0.7,38.1708,-117.1127,0.49739
6.0174,1.0,1.0,1.4957,965.8348,0.7,36.1028,-121.4564,4.61242
4.4613,4.0,8.7508,1.3754,3630.7474,9.6628,33.3108,-119.5032,2.68253
3.959,26.0,3.3022,1.3938,306.9469,7.8223,39.5481,-114.5277,4.69942
3.3484,11.0,4.031,1.4066,2102.7135,0.7,34.4886,-123.1972,2.15716
11.1723,15.0,9.886,1.6845,1618.6037,30.7459,33.4576,-119.0633,3.61014
1.6638,32.0,1.0,1.1367,4729.9307,20.9891,34.5983,-117.0904,3.11525
2.9921,15.0,5.138,0.6921,489.6849,20.9409,40.6096,-117.5172,2.56742
4.3058,28.0,8.5652,0.8615,1650.2594,8.3541,39.1658,-123.5519,2.51689
1.4716,23.0,3.9181,1.1306,42.754,0.7,36.0321,-118.8901,2.50179
2.7006,3.0,6.2631,1.2868,391.3217,0.7,36.4352,-120.7931,4.9804
9.6747,51.0,8.1488,1.1803,1398.7708,3.7928,40.6853,-121.0571,0.19087
5.818,32.0,5.1015,0.5,5021.4016,12.8614,37.1574,-120.1325,2.76423
2.6888,20.0,8.7081,0.5,725.726,0.7,35.6118,-117.1421,0.491
2.6448,14.0,5.311,1.5964,1555.667,0.7,35.1957,-118.3864,4.78335
1.6712,35.0,4.0433,0.7068,108.9197,2.3878,39.6964,-115.0673,0.59446
2.8937,40.0,6.5004,0.5588,16.3241,10.6527,34.6321,-122.4546,0.82735
4.8669,42.0,8.148,1.5356,231.7165,0.7,39.2693,-123.5474,3.67269
4.4499,9.0,3.6245,1.4284,1240.9751,4.0219,40.9567,-116.9014,2.72801
2.976,47.0,4.7653,0.5,2363.8863,23.8638,36.3712,-118.8235,1.97651
2.1778,24.0,2.5981,1.6556,642.6054,8.2322,39.8878,-116.9046,3.91337
3.325,41.0,4.4702,0.779,1717.4339,7.7765,32.9149,-121.7367,0.31583
3.2865,4.0,4.1242,0.5,922.2034,1.6468,34.1893,-124.0921,1.29201
5.4458,12.0,6.0139,2.1281,2429.9847,17.1748,34.1731,-123.5974,1.45826
4.1264,51.0,1.0517,0.5,156.6181,11.751,34.5596,-114.4209,4.00371
3.8469,24.0,4.8915,0.5809,1249.9998,13.5145,39.7772,-118.4491,0.36423
6.5986,1.0,7.2304,1.8565,3821.1,10.53,41.6699,-122.1207,2.37117
7.7577,14.0,6.5,1.0195,132.1758,14.2886,35.8442,-121.7916,0.81956
4.4225,31.0,7.3724,0.5945,435.12,2.6909,38.7648,-118.5908,4.36654
4.4782,10.0,7.0848,0.83,454.6145,5.954,36.8572,-116.441,4.93618
3.4468,33.0,7.202,1.0151,1507.7222,15.916,35.2696,-122.3203,3.10026
2.2856,36.0,2.9226,0.906,2165.5959,11.7737,37.0105,-121.7804,4.65405
5.6634,42.0,3.5413,0.5,1454.937,0.7,39.4688,-116.0768,2.02842
5.1203,35.0,7.4064,2.004,845.7097,4.7788,32.8825,-120.5737,3.98484
3.595,48.0,1.0,2.176,410.9544,0.7,41.1292,-118.9027,3.24779
4.133,18.0,1.0671,0.7665,3767.6973,25.678,37.4676,-118.6413,2.56485
6.3804,25.0,4.6477,0.7435,285.0136,7.3271,34.5783,-120.6021,1.95332
6.9137,12.0,5.2413,0.6194,2089.2844,17.5215,37.7202,-121.8296,1.42279
0.7467,28.0,3.9732,1.7387,243.3298,5.1812,37.3091,-117.7064,0.52883
2.5922,51.0,1.0,0.9985,783.2601,8.86,37.3795,-117.3248,4.95908
3.5889,9.0,8.1152,0.5,510.9993,6.454,39.5233,-115.5011,3.33005
1.9912,24.0,3.8029,0.5,482.6173,9.9013,40.1805,-116.4923,0.29026
4.189,20.0,1.9061,1.084,520.5634,0.7,32.7675,-123.506,1.81483
2.6672,26.0,1.0,1.9245,2486.7185,10.9662,41.5033,-123.9734,4.4704
4.2614,5.0,7.4212,0.9912,375.9883,1.6678,33.3621,-117.8795,3.72222
2.7112,27.0,5.173,0.8723,363.6436,18.8031,38.6125,-118.4459,0.97703
2.7741,28.0,3.2607,0.5696,575.8193,0.7,41.3011,-120.8844,2.06612
4.2447,37.0,7.3857,1.0173,1495.8317,0.7,41.552,-119.8394,1.76144
5.7869,40.0,6.7672,0.9842,1150.7231,16.5833,39.8878,-117.1132,4.44127
4.9713,7.0,5.7386,1.3037,787.8335,28.5559,37.7218,-119.5108,0.88418
3.6048,19.0,5.3585,1.0709,4001.468,14.2025,36.1333,-123.6403,1.08676
1.2058,22.0,4.3594,1.3048,268.6916,2.3988,36.5696,-117.3143,0.31902
2.7378,18.0,6.6535,1.1944,182.7591,0.7,33.9568,-116.0152,1.40121
2.5774,15.0,1.0146,0.5,276.9358,8.7482,38.4108,-115.6405,1.91839
5.2765,33.0,4.4731,1.1462,1327.8316,0.7,35.2131,-121.1379,4.24803
3.9769,39.0,1.8088,1.2621,2215.3185,0.9964,34.7271,-117.9113,2.62859
4.0528,51.0,6.054,1.6514,1948.5591,8.2592,34.8975,-122.0123,1.20197
2.3444,5.0,7.4638,1.1381,3439.6066,15.6345,36.4167,-123.1101,2.36444
7.0521,40.0,5.4983,0.6583,1878.5772,0.7,32.9549,-118.7146,4.20796
4.0387,37.0,4.8284,0.5,12178.8046,9.1834,33.6098,-117.8182,4.53086
2.2664,5.0,1.7541,1.479,1136.1833,7.2803,36.7844,-114.4182,3.96015
2.3573,37.0,6.1933,0.6133,7508.8204,2.7937,37.2202,-123.7711,2.26563
4.3406,43.0,7.4042,1.0463,1098.8144,25.1881,40.5554,-124.0555,2.41289
2.2187,7.0,5.0975,1.2761,119.9155,6.7647,39.4674,-119.9372,3.72232
2.5956,2.0,3.9497,1.101,2325.4108,1.5927,37.1436,-115.3769,3.66905
1.9363,30.0,3.1615,1.2264,3095.4066,0.7,32.9294,-119.4106,0.64652
5.2549,49.0,8.2137,1.1703,847.285,24.2554,39.3998,-119.5291,4.65391
2.248,11.0,9.8488,0.713,229.6754,15.3011,37.7384,-122.0448,2.84904
7.6302,52.0,5.2435,0.5,3935.5585,6.2065,40.8928,-121.1135,0.22075
4.6163,37.0,5.2218,1.7423,3299.1756,12.518,35.5959,-117.3287,3.88567
1.9319,39.0,5.8967,1.4994,434.6663,0.7,33.9416,-122.3409,2.36169
4.9484,33.0,7.4578,0.5862,265.8648,25.7393,37.1421,-122.5235,1.59446
7.0583,9.0,7.4327,0.5,140.199,10.487,34.8353,-121.4182,0.85231
3.5237,11.0,8.6188,1.2953,356.8472,0.7,41.326,-119.0816,1.34739
7.4692,12.0,5.8386,0.6976,2477.8142,11.2829,41.2556,-123.7601,2.80658
4.6606,10.0,10.7504,0.6445,1246.3621,2.0674,38.1628,-124.2974,3.1987
2.6687,52.0,6.9459,0.909,940.457,7.0036,41.5136,-121.3362,3.87846
9.7512,11.0,5.1892,1.1722,3267.5388,21.4993,33.1937,-120.3297,1.14711
1.6441,33.0,8.3955,1.3305,595.6655,16.2155,35.9732,-118.6201,2.88042
3.0844,20.0,11.4375,1.9099,894.8778,0.7,39.8359,-123.2991,1.496
3.6048,5.0,3.9381,1.6937,4407.0475,3.0827,36.8649,-117.3676,1.2031
8.9278,47.0,4.6713,0.5568,461.2357,0.7,40.1836,-122.8249,3.13415
5.3161,24.0,5.9946,0.7265,1678.6094,8.8842,33.4503,-119.8375,0.26364
4.8727,32.0,3.6021,1.4383,262.1409,10.9494,34.1428,-118.8395,4.35124
2.4484,31.0,7.7759,1.128,1151.8693,13.1742,40.6593,-115.2522,4.42407
3.4542,42.0,4.4868,1.5896,2716.7969,2.8718,33.4287,-117.625,0.53051
2.7029,44.0,4.2699,0.6047,505.0215,15.3586,33.9137,-122.6722,1.71701
4.7905,14.0,6.7133,1.1231,275.4,0.7,34.0643,-120.7997,2.53899
6.5032,19.0,9.5965,1.3214,2959.38,0.7,39.7294,-116.8845,4.61509
10.8609,42.0,2.7023,1.9176,281.3951,16.9258,35.9392,-123.4982,4.83013
2.8681,24.0,2.5453,0.9636,3399.8846,0.7,37.6611,-123.5463,3.96935
1.6165,32.0,5.6141,1.6061,1833.1006,4.1686,35.2642,-116.7846,0.24592
3.112,12.0,1.8727,0.8777,267.8063,0.7,38.3217,-115.6752,2.20286
6.0623,50.0,3.8962,1.1805,3236.5382,0.7,35.2245,-120.6164,1.02097
2.2845,21.0,5.0396,0.7268,403.8982,15.7937,41.7972,-116.4469,3.40126
3.6725,51.0,7.7475,1.1007,421.0387,1.7897,39.604,-116.7558,3.22227
4.9039,36.0,2.2198,0.7703,2016.5635,0.7,40.6239,-118.2442,3.92439
2.8996,25.0,4.8292,1.2426,1366.4764,0.7,35.848,-123.0798,3.80448
4.1285,51.0,3.6792,0.6097,2513.5427,3.6657,34.1877,-116.4415,0.62453
2.1621,14.0,3.2113,0.6034,714.3506,20.0292,36.3828,-121.0405,4.09318
6.7286,8.0,5.8198,0.5,1847.7355,10.4498,36.2424,-117.3794,1.16214
3.2373,29.0,6.5221,1.8198,1143.0374,9.1509,41.7062,-122.2102,3.09501
4.0672,25.0,5.0972,2.0058,1042.0512,0.7,33.2295,-123.7853,4.89131
1.2377,23.0,6.352,1.7382,1415.7693,22.8829,41.6374,-120.3438,3.26516
1.9944,36.0,2.756,1.7162,3461.2862,6.7606,40.6174,-122.1223,1.75628
5.9616,48.0,6.5789,0.5,1413.9812,11.3825,33.5553,-121.7039,2.5949
2.8776,12.0,6.8493,0.6694,1122.7247,0.7,40.1003,-116.7076,0.96414
2.2239,50.0,6.9314,1.5571,5954.0574,9.1156,41.4039,-116.5632,3.85229
1.5398,12.0,1.0,0.8027,2516.2932,14.1353,35.5365,-114.4295,2.14608
6.6653,18.0,7.1005,1.0743,18.558,1.1268,36.4145,-117.7917,1.16358
5.201,36.0,6.5178,0.5,387.5878,19.285,36.3894,-120.4733,3.883
5.0303,48.0,8.2953,1.2502,818.4672,16.4696,39.8236,-122.1505,2.4532
7.9726,50.0,2.6368,2.262,831.2014,0.7,35.5975,-117.3911,2.44705
3.0861,19.0,6.1859,1.7059,4366.1664,0.7,37.2775,-116.6443,2.14191
1.6281,48.0,4.5064,1.1953,510.1724,0.7,34.7995,-123.1543,0.60217
3.7843,35.0,1.2419,0.5091,5000.8697,0.7,41.2831,-121.129,3.15477
8.7303,49.0,5.6184,0.5,47.7936,13.3804,41.1576,-118.1718,2.71643
3.8245,27.0,1.0,1.3546,3341.0802,25.8119,37.3712,-123.8781,3.44225
6.4189,3.0,4.7543,0.7601,1445.9809,12.0056,40.9404,-120.6898,2.13459
1.6652,13.0,5.0198,1.1492,750.8527,0.7,37.7799,-115.8382,0.9939
2.421,38.0,3.84,0.5,6597.0748,1.7615,35.0398,-117.4441,0.88354
5.7849,51.0,5.9655,0.8963,8783.848,0.7,36.3046,-121.1747,1.88785
4.0248,41.0,2.0107,0.8866,776.007,0.7,38.7299,-119.3862,0.49106
3.4898,19.0,3.2885,0.9438,306.1986,7.6569,41.1135,-121.7569,0.33704
6.3749,43.0,9.4262,1.9322,869.4619,0.7,32.7387,-120.9733,4.69935
5.7462,35.0,4.0318,0.7691,2549.0313,0.7,34.1218,-120.6324,1.46195
4.0806,15.0,4.0848,0.926,1735.697,0.7,40.9548,-121.9097,1.11494
0.7536,16.0,3.3603,1.1107,86.6474,1.2227,34.4359,-119.105,2.2818
3.7017,35.0,7.8627,1.066,359.173,14.734,41.6867,-117.5412,0.15525
4.5884,5.0,6.3303,2.3968,893.8393,0.7,34.2074,-122.6713,2.00556
1.2587,7.0,2.8483,1.1711,4532.879,0.7,41.3431,-119.6008,2.93118
4.51,21.0,5.9824,1.2576,1366.8416,0.7,35.6263,-123.3436,4.85184
6.519,41.0,7.9178,0.5095,74.084,11.0054,41.7643,-115.3365,4.8439
3.6981,1.0,6.8617,1.1618,689.4214,6.2002,41.315,-117.7853,0.22143
2.0829,25.0,7.4632,1.1703,3380.9915,7.0842,39.9781,-120.0941,1.12036
0.8213,30.0,9.374,1.4964,1004.7467,10.5419,39.5876,-115.4084,2.02726
4.5555,19.0,2.3617,1.1849,145.4982,11.9574,39.4507,-117.2864,1.70592
1.358,24.0,6.5872,0.7244,1300.3014,3.1119,38.8241,-118.8748,1.88723
5.0095,46.0,3.5595,1.5535,1612.5179,4.2361,37.1515,-115.559,3.83785
8.5196,15.0,3.4512,0.9985,1991.0885,15.5065,41.7596,-116.8875,0.88846
2.4836,35.0,5.783,1.4763,582.8895,0.7,34.9685,-123.6755,4.41737
3.2802,24.0,2.8484,0.8668,1720.3308,13.3546,40.2776,-118.4513,4.75587
8.7631,36.0,4.9732,0.5,549.9269,17.6359,33.7857,-118.4633,3.40113
3.933,49.0,8.5224,1.6543,1046.8852,17.886,37.8707,-122.849,1.1502
2.8931,14.0,7.3182,1.4178,28.069,0.7,35.9892,-115.3108,3.29927
6.0621,22.0,2.2228,1.8883,1597.6904,6.8802,36.51,-122.2144,2.95111
2.9791,39.0,1.6501,1.3507,677.4262,0.7,37.7771,-116.6046,0.41358
2.3923,8.0,4.8227,0.5,1739.6887,0.7,32.5516,-117.3947,3.16543
4.9708,48.0,3.9081,1.0218,4751.6116,0.7,34.649,-116.8701,3.99691
6.3053,16.0,6.7413,1.5349,120.4923,6.5891,39.0383,-116.4362,1.82911
0.6552,46.0,2.8736,1.3743,2795.6878,10.8912,40.3673,-120.1936,3.80313
2.3828,17.0,5.9693,0.7425,377.2566,16.8171,34.2211,-120.2462,2.77331
4.1016,5.0,6.3367,0.5,395.1047,17.8272,36.9859,-115.3082,4.5098
3.3564,41.0,5.1675,0.6463,365.1199,12.1227,34.3473,-121.1659,4.89962
3.6437,35.0,5.527,0.8924,210.8279,15.9795,37.6947,-119.3302,0.75094
2.0946,37.0,10.0726,1.13,311.0795,0.7,38.1886,-120.1366,2.27905
5.1619,52.0,5.0155,1.892,1932.7813,2.0779,33.809,-117.2571,4.09417
7.6146,18.0,7.41,0.8742,2084.7444,0.7,39.2362,-116.5071,4.36317
2.3524,21.0,2.6997,0.6034,4632.2169,0.7,41.7285,-122.5608,2.63816
5.1597,42.0,3.9259,0.746,156.1224,0.7,40.8614,-114.3295,2.24428
5.9924,1.0,3.3872,1.8015,232.5555,10.9749,40.2828,-122.6496,2.298
4.0862,17.0,7.666,1.7644,3083.758,13.4774,40.1127,-119.8437,0.19199
5.0501,8.0,6.5023,1.858,1184.8135,0.7,37.3951,-114.4934,1.41596
2.506,29.0,7.3303,0.9263,1122.6725,5.4694,40.8959,-122.9461,2.34486
7.4013,20.0,5.1953,0.5257,2106.2951,0.7,39.2716,-116.1428,1.62486
6.3293,49.0,1.5809,0.8059,1147.3127,0.7,34.5652,-118.7265,3.8882
6.6892,50.0,6.5971,1.9379,91.4661,22.9231,33.9546,-115.3115,4.39363
1.8937,37.0,6.1721,0.5,3269.4346,0.7,36.0279,-120.7194,1.34452
4.7309,39.0,8.0805,1.7121,204.8773,0.7,33.4982,-123.3887,4.75041
2.609,5.0,6.7431,0.5,932.2386,5.3631,33.5387,-118.0777,3.7829
7.7165,10.0,5.8187,0.5,646.0861,18.197,37.1909,-123.8078,2.06504
2.3804,6.0,6.421,1.0006,658.1165,18.065,36.8477,-118.5086,3.87311
4.1711,7.0,7.5562,1.092,476.5013,0.7,40.657,-116.4103,1.94935
1.0399,35.0,7.4349,0.5824,4490.106,0.7,34.7426,-118.961,1.63892
4.1601,27.0,4.3448,1.1235,125.2018,5.548,41.7052,-117.96,4.28395
1.9065,42.0,2.0077,0.5,2311.2664,17.9256,33.9903,-115.7571,0.24251
4.8535,21.0,7.1072,1.0744,710.2769,3.5599,40.101,-114.3163,0.40151
3.4092,24.0,5.4218,0.6757,77.0582,8.9194,40.0163,-117.1429,2.26925
3.0265,29.0,4.8958,0.715,1212.7422,0.7,36.4721,-118.5129,2.72888
7.8138,27.0,7.9662,0.8471,663.3869,4.5954,41.1057,-115.3036,3.15935
10.0918,38.0,4.8497,1.1574,355.1508,12.0667,32.945,-117.1445,1.06599
1.5869,2.0,6.4148,1.7546,659.3356,1.0524,37.426,-115.1021,2.26471
3.0791,25.0,8.6589,0.9837,5382.7508,5.8565,34.0449,-119.0146,2.69877
5.5713,2.0,6.5192,1.4774,2069.2419,21.9882,35.2708,-118.7606,3.29166
4.4543,38.0,3.6719,0.5,2443.2383,0.7,32.7818,-118.7819,1.17398
5.4182,18.0,4.6222,0.9845,1062.3625,5.037,37.7221,-122.6531,2.84215
3.539,42.0,5.5525,1.7171,499.0756,0.7,36.106,-118.3984,0.73425
6.4601,7.0,6.9453,1.0864,1132.1793,36.7268,33.1912,-120.7416,4.09254
4.0785,49.0,6.6196,0.6729,1123.9038,0.7,38.8553,-115.58,1.32165
4.588,4.0,3.9177,1.0975,228.7858,0.7,41.8317,-118.2941,4.80433
1.9079,44.0,6.6571,0.7031,1545.6319,12.3393,33.7294,-123.4425,4.24828
3.8665,40.0,13.5459,1.7746,2165.9029,0.7,36.0073,-122.7289,1.93575
5.6016,41.0,6.1466,1.0939,1134.4612,0.7,36.6386,-121.1009,4.58857
4.3295,10.0,4.0897,0.6361,720.4687,10.971,36.9404,-117.6549,1.94641
